abacinat: vc; 'abacinate' 
scorifie: vc;chgConnect 'scorify' 
scourg: vc;VNPPP aggravateW count nt phenomena vt 'scourge' 
scrabbl: vc;VPP express vt 'scrabble' 
scragg: vc;count per vt 'scrag' 
scrambl: vc;VPP VPPdir VerbNom count vt vtoV 'scramble' 
scramm: vc;VI move vi 'scram' 
scrapp: vc;VI count enHidden give nt 'scrap' 
scratche: vc;VNPPP count lessC natural nt phenomena vt 'scratch' 
screeche: vc;VI VPP count natural v 'screech' 
scri: vc;deduce 'scry' 
scrib: vc;count tool v 'scribe' 
scribbl: vc;VPP abstract express vt 'scribble' 
scrie: vc;deduce 'scry' 
scroung: vc;VPP VPPPP take vt vtoV 'scrounge' 
scrubb: vc;VRB artifact count ntN per plant vt 'scrub' 
scrunche: vc;VNPPP VPP abstract count 'scrunch' 
scrupl: vc;VPNGsc VPP abstract count stateMental v 'scruple' 
scrutinis: vc;perV tryToKnow 'scrutinise' 
scrutiniz: vc;perV sense tryToKnow vt 'scrutinize' 
scudd: vc;VPPdir abstract vt 'scud' 
scumm: vc;per 'scum' 
scurri: vc;VPP VPPdir abstract count vt vtoV 'scurry' 
scurrie: vc;VPP VPPdir abstract count vt vtoV 'scurry' 
scuttl: vc;VPPdir count move vt 'scuttle' 
scyth: vc;count tool 'scythe' 
searche: vc;VI VNPPP VPP VPPPP VPPdir VerbNom count perOrgV useC vt 'search' 
seced: vc;VI VPP chgInclude separate vi 'secede' 
secernat: vc;tryToKnow 'secernate' 
seclud: vc;VNPPP chgConnect enHidden 'seclude' 
sectionalis: vc;vt 'sectionalise' 
secularis: vc;statePhy vt 'secularise' 
seculariz: vc;statePhy vt 'secularize' 
secur: A;VNPPPfor pt situation up vt 'secure' 
sedat: A;demeanor situation up vt 'sedate' 
seduc: vc;VNPPNGoc VNPPP VNPRB enDo vt 'seduce' 
seeth: vc;VI VPP looksChg move vi 'seethe' 
segregat: vc;VNPPP VPP chgConnect vt 'segregate' 
segu: vc;abstract v 'segue' 
sein: vc;VPP count vt 'seine' 
seiz: vc;VI VNPPP VNPPPas VPP chg vt 'seize' 
self-examin: vc;hyphenated tryToKnow 'self-examine' 
semaphor: vc;info v 'semaphore' 
sensibilis: vc; 'sensibilise' 
sensitis: vc;VNPPP chgAttr vt 'sensitise' 
sensitiz: vc;VNPPP chgAttr vt 'sensitize' 
sensualis: vc; 'sensualise' 
sentimentalis: vc;chgEmo vt 'sentimentalise' 
sentimentaliz: vc;VPP chgEmo vt 'sentimentalize' 
sentimentis: vc; 'sentimentise' 
sentimentiz: vc; 'sentimentize' 
sentrie: nc;count job 'sentry' 
separat: A;APP VI VIrecip VNPPP VNPPhisNG VPP abstract kind vt 'separate' 
sepulchr: vc;artifact count v 'sepulchre' 
serialis: vc;chgAttr vt 'serialise' 
serializ: vc;chgAttr express vt 'serialize' 
sermoniz: vc;VNPPP express vt 'sermonize' 
serrat: vc;vt 'serrate' 
serv: vc;VI VNPAP VNPPP VNPPPas VPP VPPas abstract count dative vAP vt vtoV 'serve' 
servic: vc;Key VNPPPas VPP comHN onV solution vacVTO vt vtoV 'service' 
settl: vc;VNPPP VNPRB VPNGsc VPP VPPdir VRB beNormal count decide 'settle' 
severalis: vc;tryToKnow 'severalise' 
severaliz: vc;tryToKnow 'severalize' 
sexe: vc;sex vt 'sex' 
sexualis: vc; 'sexualise' 
shackl: vc;VNPPP count lessC tool vt 'shackle' 
shak: vc;VNPAP VNPPPdir lessC vAP vt 'shake' 
shambl: vc;VI VPPdir abstract count nt vi 'shamble' 
shap: vc;VHOWSS VNPPP VerbNom looks phy vt 'shape' 
shar: vc;VI VNPPP VPP VTH VerbNom count vt 'share' 
shav: vc;VPP abstract count lessC vt 'shave' 
shedd: nc vc;VBDN VNPPNGoc VNPPP VPP artifact count vt 'shed' 
shelv: vc;chgMeasure vt 'shelve' 
shimm: vc;component tool v 'shim' 
shimmi: vc;abstract move 'shimmy' 
shimmie: vc;abstract move 'shimmy' 
shipp: vc;VNPPP VNPPPPP VNPRB VPP count dative group tool vt 'ship' 
shitt: A;abstract curse emph passion vt 'shit' 
shmooz: vc;abstract 'shmooze' 
shopp: vc;VI VPP VRB com count take useC vt 'shop' 
shor: vc;count vt 'shore' 
shov: vc;VNPPPdir abstract count vt 'shove' 
showcas: A vc;abstract artifact count 'showcase' 
shredd: vc;VNPPP component count quant vt 'shred' 
shrink-wrapp: vc;hyphenated prod v 'shrink-wrap' 
shriv: vc;sense vt 'shrive' 
shrugg: vc;VPP count vt 'shrug' 
shuffl: vc;VNPPPdir VPP VPPPP VPPPPdir VPPdir VerbNom count 'shuffle' 
shunn: vc;VNPPP refuse vt 'shun' 
shutt: vc;VBDN VNPPP openShut vt 'shut' 
shuttl: vc;VNPPPdir VPP VPPPP VPPdir VRB component count tool vt 'shuttle' 
sidestepp: vc;VNG abstract count leave vt 'sidestep' 
sidl: vc;VPPdir vt 'sidle' 
sightse: vc;whileAway 'sightsee' 
signaliz: vc;VTH looksChg vt 'signalize' 
signifi: vc;VTH VWHSS importance linkV mkOthersKnowledge vt 'signify' 
signifie: vc;VTH VWHSS importance linkV mkOthersKnowledge vt 'signify' 
silenc: vc;VerbNom situation vt 'silence' 
silicifi: vc;chgAttr 'silicify' 
silicifie: vc;chgAttr 'silicify' 
simplifi: vc;VNPPP VhisNG chgAttr chgQuant improve vt 'simplify' 
simplifie: vc;VNPPP VhisNG chgAttr chgQuant improve vt 'simplify' 
simulat: vc;act study 'simulate' 
singl: A vc;VNPPP count quant 'single' 
sinn: vc;Nom VI VPP nt vi 'sin' 
sipp: vc;VNPPP count vt 'sip' 
sitt: vc;VNPPP VNPRB VPP VPPPP VRB animalF move perF 'sit' 
situat: A vc;timeOrSpace vt 'situate' 
siz: vc;VNPPP natural range size vt 'size' 
skat: vc;VPPdir vt whileAway 'skate' 
skedaddl: vc;VPP VRB abstract v 'skedaddle' 
sketche: A;count troubleW vt 'sketch' 
skidd: vc;VPP VPPdir VerbNom component count 'skid' 
skie: nc;count natural 'sky' 
skii: vc;VPPdir count vt 'ski' 
skimm: A;VNPPPdir VPP chgForm hold tryToKnow vt 'skim' 
skinny-dipp: vc;hyphenated move 'skinny-dip' 
skipp: vc;VPPdir abstract count vt 'skip' 
skirmishe: vc;VI VPP VerbNom count vi 'skirmish' 
skittl: vc;VI count vi 'skittle' 
skydiv: vc;whileAway 'skydive' 
slak: vc;enHidden 'slake' 
slamm: vc;VNPPP VNPRB VPP count nt vt 'slam' 
slapp: vc;VNPPPdir VNPRB VerbNom count vt 'slap' 
slashe: vc;VI VNPPP VPP VerbNom count natural nt vt 'slash' 
sledd: vc;count tool v 'sled' 
sledg: vc;VNPPPdir VPP count tool vt 'sledge' 
slenderis: vc; 'slenderise' 
slic: vc;VNPPP VPP VRB component count phy quant vt 'slice' 
slipp: vc;VI VNPPPdir VNPRB VPP VPPPP VPPdir VRB VerbNom vt 'slip' 
slitt: vc;count vt 'slit' 
slogg: vc;VPPdir VRB move vt 'slog' 
slopp: vc;VNPPPdir VPPdir VRB vt waste 'slop' 
slu: vc;quant 'slue' 
slugg: vc;VNPPP VRB animal artifact vt 'slug' 
slumm: vc;VI artifact count vi 'slum' 
slurr: vc;VPP VerbNom count nt vt worthy 'slur' 
smashe: vc;VNPPP VPP abstract count vt 'smash' 
smil: vc;VI VPP VerbNom count vi 'smile' 
smirche: vc;chgLooks count playDown vt 'smirch' 
smok: vc;VerbNom natural ntN 'smoke' 
smooche: vc;abstract v 'smooch' 
smuggl: vc;VNPPP nt send vt 'smuggle' 
smutche: vc;v waste 'smutch' 
smutt: vc;nt phenomena vt worthy 'smut' 
snaffl: vc;count vt 'snaffle' 
snagg: vc;VI VNPPP VPP VerbNom component count nt vt 'snag' 
snapp: vc;VNPPPdir VNPRB VPP VRB component count vt 'snap' 
snar: vc;VNPPNGoc VNPPP VPP nt thinking vt 'snare' 
snatche: vc;VNPPP VPP abstract vt 'snatch' 
sneez: vc;VNPPP moveOut vi 'sneeze' 
sniffl: vc;VI moveIn vi 'sniffle' 
snipp: vc;count vt 'snip' 
snitche: vc;VPP per vt 'snitch' 
snogg: vc;chgForm 'snog' 
snooz: vc;VI cease count vi 'snooze' 
snor: vc;VI count natural vi 'snore' 
snowmobil: vc;VI count prod tool 'snowmobile' 
snowsho: vc;prod tool 'snowshoe' 
snubb: vc;attack count nt vtPer 'snub' 
snuffl: vc;VRB count natural vt 'snuffle' 
snuggl: vc;VNPPP VPP VRB abstract vt 'snuggle' 
sobb: vc;VI count negAdj v 'sob' 
socialis: vc;VNPPP VNPTOoc VPP VRB chgAttr tie vt 'socialise' 
socializ: vc;VNPPP VNPTOoc VPP VRB chgAttr tie vt 'socialize' 
societie: nc;abstract orgHN situation 'society' 
sodd: vc;artifact vt 'sod' 
solac: vc;VerbNom mental 'solace' 
solaris: vc;chgLooks vt 'solarise' 
solariz: vc;chgLooks chgMeasure vt 'solarize' 
solemnifi: vc;chgAttr 'solemnify' 
solemnifie: vc;chgAttr 'solemnify' 
solemnis: vc;vt 'solemnise' 
solidifi: vc;VPP chgLooks chgProperty looksChg 'solidify' 
solidifie: vc;VPP chgLooks chgProperty looksChg 'solidify' 
soliloquis: vc;mkSound 'soliloquise' 
soliloquiz: vc;mkSound vt 'soliloquize' 
solv: vc;correctW vt 'solve' 
solvat: vc;VerbNom prod vt 'solvate' 
somnambulat: vc;move vt 'somnambulate' 
sorceris: vc; 'sorcerise' 
spac: vc;abstract content vt 'space' 
spackl: vc;prod v 'spackle' 
spad: vc;VNPPP component count tool vt 'spade' 
spamm: vc;aggravateW troubleW v 'spam' 
spann: vc;VPP VPPPP VerbNom count length range vt 'span' 
sparg: vc;abstract v 'sparge' 
sparkl: ;VI VPP VerbNom count pt v 'sparkle' 
sparr: vc;VIrecip VPNGsc VPP VPPPP count natural tool 'spar' 
specialis: vc;tWord vt 'specialise' 
specializ: vc;VPNGsc VPP tWord tryToKnow vt 'specialize' 
specifi: vc;VPPhowTO VTH VWHSS chgProperty vt 'specify' 
specifie: vc;VPPhowTO VTH VWHSS chgProperty vt 'specify' 
speckl: vc;count natural v 'speckle' 
spectat: vc;sense 'spectate' 
speculat: vc;VPP VPhisNG VSS VTH VWHSS deduce rashlyAct 'speculate' 
speechifi: vc;VI mkSound 'speechify' 
speechifie: vc;VI mkSound 'speechify' 
sphacelat: vc;phenomena 'sphacelate' 
spi: vc;VPP count job vt 'spy' 
spie: vc;VPP count job vt 'spy' 
spin-dri: vc;chgMeasure hyphenated vt 'spin-dry' 
spin-drie: vc;chgMeasure hyphenated vt 'spin-dry' 
spinn: vc;VNPPPfor VPP phy prod0 'spin' 
spiritualis: vc;vt 'spiritualise' 
spitt: nc vc;VBDN VNPPPdir VPP VPPdir chg vt 'spit' 
splashe: vc;VNPPPdir VPPdir abstract count natural vt 'splash' 
splitt: nc vc;VBDN VI VNPPP VPP VerbNom component count statePhy vt 'split' 
spong: vc;VNPPP artifact count vt 'sponge' 
spor: vc;component count 'spore' 
spott: vc;VNPPPas VRB abstract count tWord vt 'spot' 
spreadeagl: vc;count vt 'spreadeagle' 
sprinkl: vc;VNPPP VPP goOut moveDown moveOut vt 'sprinkle' 
spruc: vc;plant v 'spruce' 
spudd: vc;create 'spud' 
spurr: vc;VI VNPPP VNPRB VNPTOoc VerbNom VhisNG artifact component count phenomena vt 'spur' 
squar: vc;VNPPP count looks vt 'square' 
squashe: vc;VNPAP VNPPP VPP VRB moveOut remove vt 'squash' 
squatt: A;VI VPP move nt tWord vi 'squat' 
squeege: vc;count tool vt 'squeegee' 
squeez: vc;VNPAP VNPPPdir VPP VPPdir VRB VerbNom count lessC vAP vt 'squeeze' 
squelche: vc;abstract count vt 'squelch' 
squibb: vc;artifact count 'squib' 
squinche: vc;enMove 'squinch' 
squishe: vc;abstract natural v 'squish' 
stabb: vc;VNPPP VPP count phenomena vt 'stab' 
stabilis: vc;promoteW vt 'stabilise' 
stabiliz: vc;chg promoteW 'stabilize' 
stagnat: vc;VI VPP chgLoc 'stagnate' 
stalinis: vc; 'stalinise' 
standardis: vc;chgAttr vt 'standardise' 
standardiz: vc;chgAttr vt 'standardize' 
stargaz: vc;feeling 'stargaze' 
starr: A vc;Nom VNPPP VPP count natural per vt 'star' 
startl: vc;VNPAP nEmo vt 'startle' 
starv: vc;VI VNPPNGoc VNPPP VPP beBad mkAct vtPer 'starve' 
stashe: vc;VNPPP VNPRB abstract space vt 'stash' 
staunche: A;behavior vt 'staunch' 
stav: vc;count prod v 'stave' 
steadi: A;count situation vt 'steady' 
steadie: A;count situation vt 'steady' 
stemm: vc;VNPPP VPP abstract component count vt 'stem' 
stepp: vc;Nom VPP VPPdir count length solution speed tWord thinking vacTo vacVTO vtoV xiangV 'step' 
sterilis: vc;mkBad vt 'sterilise' 
steriliz: vc;mkBad vt 'sterilize' 
stett: vc;beNormal 'stet' 
stickl: vc;chgFit 'stickle' 
stifl: vc;causeNotDo ill vt 'stifle' 
stigmatis: vc;annoy vt 'stigmatise' 
stigmatiz: vc;VNPPNGoc VNPPP VNPPPas annoy vt 'stigmatize' 
stimulat: vc;VNPPNGoc VNPTOoc VhisNG chgEmo promoteW vt 'stimulate' 
stipulat: A vc;VNPPP VTH chgProperty decide vt 'stipulate' 
stir-fri: vc;hyphenated produce 'stir-fry' 
stir-frie: vc;hyphenated produce 'stir-fry' 
stitche: vc;VNPPP natural 'stitch' 
stockpil: vc;VerbNom artifact count vt 'stockpile' 
stomache: vc;VhisNG bodyPart component count vt 'stomach' 
stoog: vc;VPP VerbNom count per v 'stooge' 
stopp: vc;VI VNG VNPNGoc VNPPNG VNPPP VNPPhisNG VNPRB VPP VRB VerbNom artifact count remove statePhy vVing vt 'stop' 
stoppl: vc;component 'stopple' 
stor: vc;VNPPP VNPRB count group solution vt 'store' 
straddl: vc;abstract move vt 'straddle' 
straf: vc;abstract chgForm vt 'strafe' 
straggl: vc;VPPdir abstract chgFit move quality 'straggle' 
strangl: vc;aggravateW mkBad vt 'strangle' 
strangulat: vc;mkBad vt 'strangulate' 
strapp: vc;VNPPP count prod tool vt 'strap' 
strategie: nc;Nom solution tWord thinking vacFor vacOf vtoV 'strategy' 
stratifi: vc;VNPPP chgAttr vt 'stratify' 
stratifie: vc;VNPPP chgAttr vt 'stratify' 
streamlin: vc;VNPPP pt vt 'streamline' 
stresse: vc;VHOWSS VNPPP VPPTH VSS VTH VerbNom problem vt 'stress' 
stretche: A;VI VNPAP VNPPPPP VNPPPdir VPP VPPPP VPPdir VerbNom count moreC n statePhy vAP vt 'stretch' 
strickl: vc;tool v 'strickle' 
strid: vc;VPPdir count length 'stride' 
strik: vc;VI VNPAP VNPPP VNPPPas VPP VerbNom count vt 'strike' 
strip-searche: vc;hyphenated tryToKnow 'strip-search' 
stripp: vc;VNPAP VNPPP count prod vAP vt 'strip' 
striv: vc;VPP needForW take vtoV 'strive' 
strok: vc;VerbNom phenomena statePhy vt 'stroke' 
stropp: vc;component count tool vt 'strop' 
structur: vc;VNPPP VNPPPas VNPTOoc abstract artifact component looks vacOf vt 'structure' 
structuraliz: vc;chgAttr 'structuralize' 
struggl: vc;VI VPNGsc VPP VPPdir VRB VerbNom count suffer troubleW vtoV 'struggle' 
strumm: vc;VPP count vt 'strum' 
stubb: vc;component count vt 'stub' 
studi: vc;VNPPP VPP VerbNom infoV infosourceN perOrgV tWord vacOf vt vtoV 'study' 
studie: vc;VNPPP VPP VerbNom infoV infosourceN perOrgV tWord vacOf vt vtoV 'study' 
stultifi: vc;mkBad vt 'stultify' 
stultifie: vc;mkBad vt 'stultify' 
stumbl: vc;VPP VPPdir VerbNom count move vi 'stumble' 
stumm: vc;causeNotDo 'stum' 
stunn: vc;emph nt passion vt 'stun' 
stupefi: vc;annoy vt 'stupefy' 
stupefie: vc;annoy vt 'stupefy' 
stupifi: vc;vt 'stupify' 
stupifie: vc;vt 'stupify' 
styl: vc;abstract artifact component looks vt 'style' 
styliz: vc;chgAttr vt 'stylize' 
stymi: vc;causeNotDo 'stymy' 
subdu: vc;chgAttr haveContest vt 'subdue' 
subjectifi: vc;express 'subjectify' 
subjectifie: vc;express 'subjectify' 
subjugat: vc;haveContest injureW vt 'subjugate' 
sublett: nc vc;VBDN VNPPP abstract perF vt 'sublet' 
sublimat: vc;VNPPP chgProperty looksChg vt 'sublimate' 
subluxat: vc;ill vt 'subluxate' 
submerg: vc;VNPPP VPP beNormal move 'submerge' 
submers: vc;vt 'submerse' 
submitt: vc;VNPPP VNPPPas VPP VPhisNG VTH give obey 'submit' 
subscrib: vc;VPP give take vt 'subscribe' 
subserv: vc;enDo vt 'subserve' 
subsid: vc;VI lessC move quantChg 'subside' 
subsidiz: vc;give vt 'subsidize' 
substantiat: vc;VTH improve tWord tryToKnow vt 'substantiate' 
substitut: A nc vc;VNPPP VNPPPas VPP count per tWord vt 'substitute' 
subsum: vc;containV inclusive tWord vt 'subsume' 
suburbanis: vc;chgAttr 'suburbanise' 
suburbaniz: vc;chgAttr 'suburbanize' 
suckl: vc;metabolize vt 'suckle' 
sudat: vc;metabolize vt 'sudate' 
suffic: vc;VPP chg vt 'suffice' 
suffocat: vc;VNPPP VPP attack ill 'suffocate' 
suffus: vc;VNPPP chgPhy 'suffuse' 
sulfat: vc;artifact 'sulfate' 
sulfonat: vc;artifact 'sulfonate' 
sulli: vc;VNPPP aggravateW playDown vt 'sully' 
sullie: vc;VNPPP aggravateW playDown vt 'sully' 
sulphat: vc;artifact 'sulphate' 
summ: vc;artifact count quant vt 'sum' 
summaris: vc;infoV vt 'summarise' 
summariz: vc;VNPPP VNPPPas VRB express infoV vt 'summarize' 
summat: ;Math 'summate' 
summeris: vc;act 'summerise' 
summeriz: vc;act 'summerize' 
sunbath: vc;VI VPP chgMeasure vi 'sunbathe' 
sunn: vc;VNPPP natural vt 'sun' 
supercharg: vc; 'supercharge' 
superimpos: vc;VNPPP enMove vt 'superimpose' 
superordinat: A vc;component v 'superordinate' 
superpos: vc;vt 'superpose' 
superscrib: vc;vt 'superscribe' 
supersed: vc;VNPPP VNPPPas chgIsa vt 'supersede' 
superven: vc;VPP vt 'supervene' 
supervis: vc;VHOWSS VI VNPPPas VNPRB VRB check control vt 'supervise' 
supinat: vc;vt 'supinate' 
supp: nc vc;VPP abstract count 'sup' 
suppli: vc;VNPPP VerbNom pt vacTo vacWith vt 'supply' 
supplicat: vc;VNPPP VNPPPas VPP enDo 'supplicate' 
supplie: vc;VNPPP VerbNom pt vacTo vacWith vt 'supply' 
suppos: vc;VNPAP VNPNP VNPTObe VSS VTH deduce haveKnowledge perV vt 'suppose' 
suppresse: vc;VHOWSS remove vt 'suppress' 
suppurat: vc;ill vi 'suppurate' 
surfac: vc;VNPPP VPP VPPas component looks vt 'surface' 
surg: vc;VI VPP VPPdir VerbNom stateMental tWord 'surge' 
surmis: vc;VNPPP VSS abstract count deduce vt 'surmise' 
surpasse: vc;VNPPP VNPPPas succeed tWord vt 'surpass' 
surviv: vc;VPP VPPas beNormal pt 'survive' 
suspir: vc;metabolize vt 'suspire' 
susurrat: vc;express vt 'susurrate' 
swabb: vc;VNPRB count prod tool vt 'swab' 
swaddl: vc;VNPPP vt 'swaddle' 
swapp: vc;VIrecip VNPPP VPP VerbNom count 'swap' 
swashe: vc;behavior 'swash' 
swatt: vc;VNPAP VPP VerbNom count 'swat' 
swerv: vc;VNPPPdir VPPdir chg count vt 'swerve' 
swimm: vc;VPPdir abstract count vt 'swim' 
swindl: vc;VNPPP count injureW vtPer 'swindle' 
swip: vc;VNPPP abstract count vt 'swipe' 
swishe: vc;abstract count natural vt 'swish' 
switche: vc;VIrecip VNPPP VNPPPPP VPNGsc VPP VPPPP component count tWord tool vt 'switch' 
swivell: A vc;VNPPP count tool vt 'swivel' 
swobb: vc;count prod tool v 'swob' 
swopp: vc;VIrecip VNPPP VPP abstract count vt 'swop' 
swott: vc;count vt 'swot' 
syllabicat: vc;VNPPP VNPPPas VPPas chgConnect 'syllabicate' 
syllabifi: vc;VNPPP VNPPPas VPPas chgConnect 'syllabify' 
syllabifie: vc;VNPPP VNPPPas VPPas chgConnect 'syllabify' 
syllabis: vc;chgConnect vt 'syllabise' 
syllabiz: vc;chgConnect vt 'syllabize' 
symbolis: vc;beC chgAttr vt 'symbolise' 
symboliz: vc;VNPPP VNPPPas VNPPhisNG VPPTH VPPas VPPhowTO VTH VWHSS beC chgAttr 'symbolize' 
symmetris: vc; 'symmetrise' 
sympathis: vc;vi 'sympathise' 
sympathiz: vc;VI VPP VPPPP VPhisNG VRB nAttitude vi 'sympathize' 
symphonie: nc;count org 'symphony' 
synchronis: vc;appear vt 'synchronise' 
synchroniz: vc;VNPPP VPP appear sequence 'synchronize' 
syncopat: vc;VNPPP VPP 'syncopate' 
syncretis: vc; 'syncretise' 
syndicat: vc;VNPPP VNPPPas com count orgHN vt 'syndicate' 
synopsiz: vc;express 'synopsize' 
synthesiz: vc;VNPPP VNPPPas VPP chgInclude create tWord vacVO 'synthesize' 
systematis: vc;chgAttr vt 'systematise' 
systematiz: vc;chgAttr 'systematize' 
systemis: vc;chgAttr 'systemise' 
systemiz: vc;chgAttr 'systemize' 
tabl: vc;count infosourceN tool vt 'table' 
tabularis: vc;create 'tabularise' 
tabulariz: vc;create 'tabularize' 
tabulat: vc;VNPPP VNPTObe create vt 'tabulate' 
tackl: vc;artifact component pt vt 'tackle' 
tagg: vc;VNPPP abstract count vt 'tag' 
tailgat: vc;count 'tailgate' 
tak: vc;VI VNPPPas VNPPPdir VNPTObe VNPTOoc VPNGsc VPP VWHSS abstract count dative tWord vacVO vt 'take' 
talli: vc;VNPPP VPP VerbNom count result vt 'tally' 
tallie: vc;VNPPP VPP VerbNom count result vt 'tally' 
tangl: vc;VIrecip VPP count v 'tangle' 
tantaliz: vc;VNPPP enDo vt 'tantalize' 
tapp: vc;VNPPP VNPRB VNPTOoc VPP artifact component vt 'tap' 
tarnishe: vc;abstract color vt 'tarnish' 
tarri: vc;VRB act vt 'tarry' 
tarrie: vc;VRB act vt 'tarry' 
tatt: vc;abstract chgForm 'tat' 
tattl: vc;VPP abstract vt 'tattle' 
taxe: vc;Nom VNPNP VNPPP VPP artifact vt 'tax' 
teache: vc;VNPTOoc VPPhowTO dative perF 'teach' 
teargase: vc;prod tool 'teargas' 
technologie: nc;Nom VPPforTO abstract prod tWord vacFor vacVTO vtoV 'technology' 
telecommunicat: vc;vt 'telecommunicate' 
telephon: vc;count prod tool vt 'telephone' 
telexe: vc;count tool 'telex' 
temporis: vc;vi 'temporise' 
temporiz: vc;VI vi 'temporize' 
tenderis: vc;vt 'tenderise' 
tepefi: vc;chgMeasure 'tepefy' 
tepefie: vc;chgMeasure 'tepefy' 
terminat: vc;VNPPPas VPP VPPNG remove 'terminate' 
terrifi: vc;VNPPNGoc VNPPP annoy emph passion vtPer 'terrify' 
terrifie: vc;VNPPNGoc VNPPP annoy emph passion vtPer 'terrify' 
territorialis: vc;vt 'territorialise' 
territorie: nc;count 'territory' 
terroris: vc;annoy vtPer 'terrorise' 
terroriz: vc;annoy emph passion vtPer 'terrorize' 
test-fir: vc;hyphenated send 'test-fire' 
testifi: vc;VI VPNGsc VPP VPPTH VPPas VSS VTH VWHSS mkOwnKnowledge 'testify' 
testifie: vc;VI VPNGsc VPP VPPTH VPPas VSS VTH VWHSS mkOwnKnowledge 'testify' 
thatche: vc;prod tool vt 'thatch' 
theorie: nc;Nom VTH mental onV vacOf 'theory' 
theoriz: vc;VPP VTH chgAttr vt 'theorize' 
thiev: vc;take vt 'thieve' 
thoriat: vc; 'thoriate' 
thrashe: vc;abstract vt 'thrash' 
threshe: vc;enAppear 'thresh' 
thriv: vc;VI VPP situation succeed vi 'thrive' 
throbb: vc;VI chg 'throb' 
throttl: vc;component count tool vt 'throttle' 
thrumm: vc;VPP vt whileAway 'thrum' 
thudd: vc;VI VPP count vi 'thud' 
thurifi: vc; 'thurify' 
thurifie: vc; 'thurify' 
tickl: vc;abstract vt 'tickle' 
tidi: A;content count looks up vt 'tidy' 
tidie: A;content count looks up vt 'tidy' 
tingl: vc;abstract count statePhy vt 'tingle' 
tinkl: vc;VPP abstract count natural vt 'tinkle' 
tinplat: vc;natural 'tinplate' 
tipp: vc;VNPNP abstract artifact component count onV vacOf vt 'tip' 
tippl: vc;abstract vt 'tipple' 
tipto: vc;VPP VPPdir component 'tiptoe' 
tir: vc;VPP component count passion prod vt 'tire' 
tith: vc;abstract count v 'tithe' 
titillat: vc;chgEmo vt 'titillate' 
titivat: vc;vt 'titivate' 
toadi: vc;VI VPP count per vi 'toady' 
toadie: vc;VI VPP count per vi 'toady' 
toddl: vc;VPP VPPdir move 'toddle' 
togg: vc;cover 'tog' 
toggl: vc;count prod tool v 'toggle' 
tolerat: vc;VNPNGoc VhisNG emph passion undergo vt 'tolerate' 
tonsur: vc;count v 'tonsure' 
tootl: vc;VPP abstract count vt 'tootle' 
toppl: vc;VPP enMove move vt 'topple' 
torrefi: vc;chgMeasure 'torrefy' 
torrefie: vc;chgMeasure 'torrefy' 
tortur: vc;VNPPP curse injureW vtPer 'torture' 
tosse: vc;VNPPPdir abstract count vt 'toss' 
totalis: vc; 'totalise' 
trac: vc;VNPPP VNPPhisNG count quant vacOf vt 'trace' 
traduc: vc;playDown vt 'traduce' 
tramm: vc;count tool 'tram' 
trampl: vc;VNPPP VPP abstract attack chgForm count mkBad vt 'trample' 
tranquiliz: vc;chgEmo vt 'tranquilize' 
tranquillis: vc; 'tranquillise' 
tranquilliz: vc;situation vt 'tranquillize' 
transcrib: vc;VNPPP vt write 'transcribe' 
transfigur: vc;VNPPP chgLooks looksChg vt 'transfigure' 
transfixe: vc;VNPPP chgForm vt 'transfix' 
transfus: vc;VNPPP mkOthersKnowledge vt 'transfuse' 
transgresse: vc;VPP chgFit goThrough vt 'transgress' 
transitivis: vc; 'transitivise' 
translat: vc;VNPPP VNPPPPP VNPPPas VPP express 'translate' 
transliterat: vc;VNPPP express vt 'transliterate' 
translocat: vc;chgLoc vt 'translocate' 
transmigrat: vc;exist vt 'transmigrate' 
transmitt: vc;VNPPP express give send vt 'transmit' 
transmogrifi: vc;VI VNPPP VPP chgLooks 'transmogrify' 
transmogrifie: vc;VI VNPPP VPP chgLooks 'transmogrify' 
transmut: vc;VNPPP VPP chg statePhy vt 'transmute' 
transpir: vc;VI give 'transpire' 
transpos: vc;VNPPP abstract vt 'transpose' 
transud: vc;moveOut vt 'transude' 
trapp: vc;VNPPP VNPPhisNG VerbNom artifact count nt thinking vt 'trap' 
traumatis: vc;annoy vtPer 'traumatise' 
traumatiz: vc;annoy vtPer 'traumatize' 
travell: vc;VNPPPPP VNPPPdir VPP VPPPP VPPdir VRB VerbNom 'travel' 
travers: vc;VPP VerbNom component count vt 'traverse' 
travesti: vc;abstract bad count 'travesty' 
travestie: vc;abstract bad count 'travesty' 
treadl: vc;component count prod tool v 'treadle' 
treatie: nc;count 'treaty' 
trebl: A vc;VNPPP abstract count vt 'treble' 
trekk: vc;VPPPP VPPdir abstract count 'trek' 
trellise: vc;artifact count vt 'trellis' 
trembl: vc;VI VPP count vtoV 'tremble' 
trephin: vc;VNPPP count tool vt 'trephine' 
tri: vc;VI VNG VNPPP VPP VWHSS VerbNom act count currency mental useC vVing vt vtoV 'try' 
tribulat: vc;vt 'tribulate' 
tric: vc;count timeUnit vt 'trice' 
trickl: vc;VPPdir abstract count 'trickle' 
trie: vc;VI VNG VNPPP VPP VWHSS VerbNom act count currency mental useC vVing vt vtoV 'try' 
trifl: vc;VPP count v 'trifle' 
trigg: A vc;a abstract v 'trig' 
trimm: vc;VNPPP VhisNG abstract count lessC prod0 situation vt vtoV 'trim' 
