20-20_technologies::: NNP NE;nc com nc 
olive-harvey_college::: ;NN nc org 
olivet_nazarene_university::: ;NN nc org 
olney_central_college::: ;NN nc org 
omega_cgtx_gvia::: N nc;nt 
omega_conotoxin_gvia::: N nc;nt 
omicron_electronics::: NNP NE;nc com nc 
omkar_chemicals::: NNP NE;nc com nc 
omnova_solutions::: NNP NE;nc com nc 
omx_ab::: NNP NE;nc com nc 
on-farm_food_safety::: N nc;tech 
on_a_bet::: ;RB idiomPP 
on_a_dare::: ;RB idiomPP 
on_a_pedestal::: A ac;idiomPP 
on_a_rampage::: A ac;idiomPP 
on_a_whim::: ;RB idiomPP 
on_a_wing_and_a_prayer::: ;RB idiomPP 
on_account_of::: P;vtt /for/ 
on_and_on::: xC;RB idiomPP intensifier 
on_behalf_of::: P;vtt /for/ 
on_bended_knee::: A ac;idiomPP 
on_borrowed_time::: A ac;idiomPP 
on_good_terms::: A ac;idiomPP pred up 
on_no_account::: ;RB idiomPP neM 
on_pins_and_needles::: A ac;idiomPP pred 
on_second_thought::: ;RB idiomPP perF 
on_speaking_terms::: A ac;idiomPP pred 
on_the_bandwagon::: A ac;idiomPP 
on_the_contrary::: ;RB contrariness expression idiomPP 
on_the_decline::: A ac;idiomPP pred 
on_the_defensive::: A ac;idiomPP 
on_the_downside::: ;RB idiomPP 
on_the_firing_line::: A ac;idiomPP pred 
on_the_fly::: A ac;idiomPP 
on_the_inside::: ;RB idiomPP 
on_the_inside_track::: A ac;idiomPP pred 
on_the_outside::: ;RB idiomPP 
on_the_part_of::: P;vtt /for/ 
on_the_rebound::: A ac;idiomPP pred 
on_the_record::: A ac;idiomPP 
on_the_rise::: A ac;idiomPP pred 
on_the_side::: ;RB idiomPP 
on_the_take::: A ac;idiomPP 
on_the_up_and_up::: A ac;idiomPP 
on_the_upside::: ;RB idiomPP 
on_tiptoe::: A ac;idiomPP 
on_top_of::: P xM;buyuC /on/ 
on_top_of_shit::: N nc;coolC 
on_top_of_the_world::: A ac;idiomPP 
on_top_of_their_shit::: N nc oral;coolC 
onahama_smelting_and_refining::: NNP NE;nc com nc 
once_upon_a_time::: ;RB idiomPP timing 
ondeo_industrial_solutions::: NNP NE;nc com nc 
one_hell_of::: oral;DT RB pro vtt 
one_hit_wonder::: N nc;per up 
one_of_a_few_of::: ;DT vtt 
one_of_the_top::: A ac;pt 
one_or_more_of::: DT;pureDT vtt 
online_community_manager::: N nc;job 
open-end_investment_company::: N nc;com 
open_heart_surgery::: N nc;treatment 
open_kinetic_chain_exercise::: N nc;treatment 
open_source_system::: N nc; 
operational_solutions_management::: NNP NE;nc com nc 
operations_finance_manager::: N nc;job 
opnet_technologies::: NNP NE;nc com nc 
ops_fin_mgr_bp&a::: N nc;job 
optek_technology::: NNP NE;nc com nc 
optimal_drug_dose::: N nc;treatment 
oral_rehydration_therapy::: N nc;treatment 
orange_personal_communications_services::: NNP NE;nc com nc 
orchid_chemicals_&_pharmaceuticals::: NNP NE;nc com nc 
oregon_graduate_institute_of_science_and_technology::: ;NN nc org 
oregon_health_sciences_university::: ;NN nc org 
oregon_state_university::: ;NN nc org 
orexigen_therapeutics::: NNP NE;nc com nc 
organophosphate_nerve_agent::: N nc;prod 
orient_semiconductor_electronics::: NNP NE;nc com nc 
oriental_union_chemical::: NNP NE;nc com nc 
orion_biosolutions::: NNP NE;nc com nc 
oropharyngeal_cancer_cellular_diagnosis::: N nc;treatment 
oropharynx_cancer_cellular_diagnosis::: N nc;treatment 
osaka_titanium_technologies::: NNP NE;nc com nc 
osteosarcoma_cellular_diagnosis::: N nc;treatment 
ouachita_baptist_university::: ;NN nc org 
our_lady_of_the_holy_cross_college::: ;NN nc org 
out_in_the_open::: A ac;idiomPP 
out_like_a_light::: A ac;idiomPP 
out_of_all_proportion::: A ac;idiomPP pred 
out_of_breath::: A ac;idiomPP pred 
out_of_business::: A ac;idiomPP ness 
out_of_condition::: A ac;idiomPP 
out_of_control::: ;RB nt 
out_of_date::: A ac;looks nt pred 
out_of_fashion::: A ac;idiomPP 
out_of_gas::: A ac;idiomPP 
out_of_hand::: ;RB nt 
out_of_house_and_home::: ;RB idiomPP 
out_of_joint::: A ac;idiomPP 
out_of_left_field::: ;RB idiomPP 
out_of_line_with::: P; /as_opposed_to/ 
out_of_luck::: A ac;idiomPP pred 
out_of_necessity::: ;RB idiomPP 
out_of_nowhere::: ;RB idiomPP 
out_of_order::: A ac;idiomPP 
out_of_phase::: A ac;idiomPP pred 
out_of_place::: A ac;idiomPP 
out_of_pocket::: A ac;idiomPP 
out_of_print::: A ac;idiomPP 
out_of_proportion::: A ac;idiomPP pred 
out_of_question::: A ac;idiomPP 
out_of_reach::: A ac;idiomPP 
out_of_season::: A ac;idiomPP 
out_of_sequence::: A ac;idiomPP 
out_of_shape::: A ac;idiomPP 
out_of_spite::: ;RB idiomPP 
out_of_step::: A ac;idiomPP pred 
out_of_stock::: A ac;nt 
out_of_the_loop::: A ac;idiomPP 
out_of_the_question::: A ac;idiomPP 
out_of_the_woods::: A ac;idiomPP pred 
out_of_the_woodwork::: ;RB idiomPP 
out_of_this_world::: A ac;good 
out_of_touch_with::: P; /as_opposed_to/ 
out_of_turn::: A ac;idiomPP 
out_of_whack::: A ac;idiomPP 
out_of_whole_cloth::: ;RB idiomPP 
out_on_a_limb::: A ac;idiomPP pred 
out_on_bail::: A ac;idiomPP 
outboard_boat_motor::: N nc;prod 
ovarian_cancer_cellular_diagnosis::: N nc;treatment 
ovarian_epithelial_cancer_cellular_diagnosis::: N nc;treatment 
ovarian_germ_cell_tumor_cellular_diagnosis::: N nc;treatment 
ovary_cancer_cellular_diagnosis::: N nc;treatment 
over_the_counter_drug::: N nc;prod 
over_the_line::: ;RB idiomPP 
over_your_head::: N nc;prod0 
overhill_farms::: NNP NE;nc com nc 
ozarks_technical_community_college::: ;NN nc org 
p.s._mitsubishi_construction::: NNP NE;nc com nc 
pace_micro_technology::: NNP NE;nc com nc 
pacific_aerospace_and_electronics::: NNP NE;nc com nc 
pacific_electric_railway::: NNP NE;nc com nc 
pacific_electronic_enterprises::: NNP NE;nc com nc 
pacific_insight_electronics::: NNP NE;nc com nc 
pacific_lutheran_university::: ;NN nc org 
pacific_sunwear::: NNP NE;nc com nc 
pack_away::: VB vc;vt 
pack_in::: VB vc;vt 
pack_off::: VB vc;VNPPP VPP 
pack_on::: VB vc;vt 
pack_together::: VB vc;vt 
pack_up::: VB vc;VI vt 
packaging_&_technology_integrated_solutions::: NNP NE;nc com nc 
packaging_material_migration::: N nc;event 
paddle_out::: VB vc;VPP vt 
paddle_over::: VB vc;VPP 
pain_in_the_arse::: A NN ac nc oral;curse emph passion 
pain_in_the_ass::: NN nc oral;curse emph passion 
pain_in_the_neck::: NN nc;problem troubleW vac 
pain_tolerance_level::: N nc;abstract 
paint_in::: VB vc;vt 
pair_off::: VB vc;VNPPP VPP vt 
pair_up::: VB vc;VNPPP VPP vt 
palatin_technologies::: NNP NE;nc com nc 
palm_beach_atlantic_college::: ;NN nc org 
palm_off::: VB vc;VNPPP vt 
palomar_medical_technology::: NNP NE;nc com nc 
pan_american_day::: NNP nc;timeUnit 
pan_american_world_airways::: NNP NE;nc com nc 
pancreas_cancer_cellular_diagnosis::: N nc;treatment 
pancreas_duct_ligation::: N nc;treatment 
pancreas_islet_transplantation::: N nc;treatment 
pancreatic_cancer_cellular_diagnosis::: N nc;treatment 
pancreatic_enzyme_level::: N nc;abstract 
pane_of_glass::: NN nc;prod 
pant_out::: VB vc;vt 
papa_john’s::: NNP NE;nc com nc 
par_technology::: NNP NE;nc com nc 
paragon_technologies::: NNP NE;nc com nc 
parallel_of_latitude::: NN nc; 
parametric_technology::: NNP NE;nc com nc 
parathyroid_cancer_cellular_diagnosis::: N nc;treatment 
paraumbilical_perforator_flap::: N nc;treatment 
parcel_of_land::: N nc; 
parcel_out::: VB vc;VNPPP vt 
parijat_agrochemicals::: NNP NE;nc com nc 
paris_junior_college::: ;NN nc org 
park_electrochemical::: NNP NE;nc com nc 
partial_body_radiation::: N nc;treatment 
particle_drilling_technologies::: NNP NE;nc com nc 
partition_off::: VB vc;VNPPP vt 
partner_in_crime::: NN nc;per 
pas_de_deux::: NN nc;abstract info 
pass_around::: VB vc;vt 
pass_by::: VB vc;vt 
pass_down::: VB vc;VNPPP vt 
pass_off::: VB vc;VNPPPas 
pass_on::: VB vc;VNPPP 
pass_out::: VB vc;vt 
pass_over::: VB vc;VNPPP vt 
pass_up::: VB vc;vt 
passive_matrix_display::: NN nc;prod tool 
pat_down::: VB vc;vt 
pat_up::: VB vc;vt 
patch_together::: VB vc;vt 
patient_controlled_analgesia::: N nc;treatment 
patni_computer_systems::: NNP NE;nc com nc 
patrick_henry_community_college::: ;NN nc org 
paul_d._camp_community_college::: ;NN nc org 
pay_back::: VB vc;vt 
pay_in::: VB vc;vt 
pay_off::: VB vc;vt 
pay_out::: VB vc;VNPPNGoc VNPPP VNPTOoc dative vt 
pay_up::: VB vc;vt 
payless_shoesource::: NNP NE;nc com nc 
pc-ware_information_technologies::: NNP NE;nc com nc 
pdf_solutions::: NNP NE;nc com nc 
peal_off::: VB vc;VI 
pediatric_acute_nonlymphocytic_leukemia_cellular_diagnosis::: N nc;treatment 
pediatric_advanced_life_support::: N nc;treatment 
pediatric_aml_cellular_diagnosis::: N nc;treatment 
pediatric_anll_cellular_diagnosis::: N nc;treatment 
pedicled_skin_flap::: N nc;treatment 
peek_in::: VB vc;VPP 
peek_out::: VB vc;vt 
peel_apart::: VB vc;vt 
peel_back::: VB vc;vt 
peel_off::: VB vc;vt 
peep_down::: VB vc;VPP 
peep_out::: VB vc;VPP vt 
pellissippi_state_technical_community_college::: ;NN nc org 
pelvic_floor_muscle_training::: N nc;treatment 
pembroke_state_university::: ;NN nc org 
pen_away::: VB vc;vt 
pen_in::: VB vc;vt 
pen_up::: VB vc;vt 
penile_cancer_cellular_diagnosis::: N nc;treatment 
penis_cancer_cellular_diagnosis::: N nc;treatment 
penn_state_-abington::: ;NN nc org 
penn_state_-altoona::: ;NN nc org 
penn_state_-delaware_county::: ;NN nc org 
penn_state_-erie::: ;NN nc org 
penn_state_-harrisburg::: ;NN nc org 
penn_state__-beaver::: ;NN nc org 
penn_state_university::: ;NN nc org 
pennsylvania_college_of_technology::: ;NN nc org 
pensacola_christian_college::: ;NN nc org 
penske_racing::: NNP NE;nc com nc 
penton_media::: NNP NE;nc com nc 
pepperdine_university::: ;NN nc org 
per_chorionic_gonadotrophin::: N nc;bodyPart 
per_chorionic_gonadotropin::: N nc;bodyPart 
per_growth_hormone::: N nc;bodyPart 
perceptronics_solutions::: NNP NE;nc com nc 
percutaneous_coronary_intervention::: N nc;treatment 
percutaneous_endoscopic_gastrostomy::: N nc;treatment 
percutaneous_epididymal_sperm_aspiration::: N nc;treatment 
percutaneous_transhepatic_drainage::: N nc;treatment 
percutaneous_transluminal_angioplasty::: N nc;treatment 
perdue_farms::: NNP NE;nc com nc 
performance_technologies::: NNP NE;nc com nc 
periodic_medical_examination::: N nc;treatment 
peritoneal_equilibration_test::: N nc;treatment 
periwinkle_plant_derivative::: N nc;prod 
perkinelmer_optoelectronics::: NNP NE;nc com nc 
perpetual_motion_machine::: N nc;tool 
persian_gulf_illness::: N nc;ness nt 
person_of_color::: NN nc;per 
person_of_colour::: NN nc;per 
persona_non_grata::: NN nc;count per 
personal_digital_assistant::: NN nc;tool 
peru_state_college::: ;NN nc org 
pfeiffer_vacuum_technology::: NNP NE;nc com nc 
phantom_limb_syndrome::: N nc;nt 
pharmaceutical_and_medical_device_research::: NNP NE;nc com nc 
phase_in::: VB vc;vt 
phenol_red_test::: N nc;treatment 
philadephia_biblical_university::: ;NN nc org 
philander_smith_college::: ;NN nc org 
phison_electronics::: NNP NE;nc com nc 
phoenix_precision_technology::: NNP NE;nc com nc 
phoenix_technologies::: NNP NE;nc com nc 
phoenix_technology_income_funds::: NNP NE;nc com nc 
phoenix_technology_services::: NNP NE;nc com nc 
phonograph_record::: NN nc;prod 
phonograph_recording_disk::: NN nc;tool 
phosphorus_32_diagnosis::: N nc;treatment 
phosphorus_32_incorporation::: N nc;treatment 
phosphorus_32_labeling::: N nc;tech 
phosphorus_32_radiation::: N nc;treatment 
phosphorus_32_therapy::: N nc;treatment 
pick_apart::: VB vc;vt 
pick_out::: VB vc;VNPPPas vt 
picking_up_the_pieces::: N nc;prod0 
pico_technology::: NNP NE;nc com nc 
picture_archiving_and_communications_system::: N nc;tech 
piece_of_cake::: NN nc oral;food good passion 
piece_of_ground::: NN nc; 
piece_of_land::: N nc; 
piece_together::: VB vc;VNPPP VTH vt 
piedmont_technical_college::: ;NN nc org 
pillar_of_strength::: NN nc;per 
pillsbury_baptist_bible_college::: ;NN nc org 
pin_down::: VB vc;VNPPP vt 
pin_site_care::: N nc;treatment 
pin_together::: VB vc;vt 
pin_up::: VB vc;vt 
pinch_in::: VB vc;VI 
pine_technical_college::: ;NN nc org 
pintek_electronic::: NNP NE;nc com nc 
pioneer-standard_electronics::: NNP NE;nc com nc 
pioneer_pacific_college::: ;NN nc org 
pioneers_of_the_inevitable::: NNP NE;nc com nc 
pipe_in::: VB vc;VPP 
pirate_away::: VB vc;VNPPP vt 
pisces_the_fishes::: N nc; 
pittsburg_state_university::: ;NN nc org 
pk_chemicals::: NNP NE;nc com nc 
place_of_birth::: N nc; 
place_of_origin::: N nc; 
plaintiff_in_error::: NN nc;per 
plait_back::: VB vc;vt 
plait_together::: VB vc;vt 
plait_up::: VB vc;vt 
plan_ahead::: VB vc;VI 
plan_out::: VB vc;vt 
plane_across::: VB vc;VPP 
plane_away::: VB vc;VPP 
plane_back::: VB vc;VPP 
plane_down::: VB vc;VPP 
plane_in::: VB vc;VPP 
plane_off::: VB vc;VPP 
plane_over::: VB vc;VPP 
plane_up::: VB vc;VPP 
plank_down::: VB vc;vt 
plant_in::: VB vc;vt 
plantic_technologies::: NNP NE;nc com nc 
plasma_c-reactive_protein_level::: N nc;abstract 
plaster_back::: VB vc;vt 
plaster_down::: VB vc;vt 
plating_systems_and_technologies::: NNP NE;nc com nc 
platte_valley_bible_college::: ;NN nc org 
play_back::: VB vc;vt 
play_down::: VB vc;vt 
play_off::: VB vc;VNPPP 
play_out::: VB vc;vt 
play_up::: VB vc;vt 
pledge_away::: VB vc;vt 
plenty_of_such::: DT;pureDT 
plonk_down::: VB vc;vt 
plop_down::: VB vc;VPP vt 
plot_of_ground::: NN nc; 
plug-in_motors::: NNP NE;nc com nc 
plug_away::: VB vc;VPP 
plug_in::: VB vc;VPP vt 
plump_down::: VB vc;vt 
plx_technology::: NNP NE;nc com nc 
plymouth_state_college::: ;NN nc org 
po_box_no::: NNP nc; 
po_box_number::: N nc; 
pod_up::: VB vc;vt 
point_after_touchdown::: N nc unit; 
point_loma_nazarene_college::: ;NN nc org 
point_of_apoapsis::: NN nc; 
point_of_departure::: NN nc; 
point_of_entry::: NN nc; 
point_of_periapsis::: NN nc; 
point_out::: VB vc;VNPPP VTH vt 
point_up::: VB vc;vt 
pointsec_mobile_technologies::: NNP NE;nc com nc 
poke_out::: VB vc;vt 
police_department_dispatcher::: N nc;job 
police_officer_recruit::: N nc;job 
polish_off::: VB vc;vt 
political_action_committee::: N nc;orgHN 
pomeroy_computer_resources::: NNP NE;nc com nc 
pomona_electronics::: NNP NE;nc com nc 
pond_venture_partners::: NNP NE;nc com nc 
pony_up::: VB vc;vt 
pool_together::: VB vc;vt 
poor_white_trash::: N nc;per troubleW 
pop_in::: VB vc;vt 
port_of_call::: NN nc;artifact 
port_of_entry::: NN nc; 
portable_circular_saw::: NN nc;tool 
portion_out::: VB vc;VNPPP vt 
portland_bible_college::: ;NN nc org 
portland_state_university::: ;NN nc org 
porvair_fuel_cell_technology::: NNP NE;nc com nc 
porwal_chemicals::: NNP NE;nc com nc 
positive_airway_pressure::: N nc;treatment 
positive_end_expiratory_pressure::: N nc;treatment 
positive_magnetic_pole::: N nc; 
post_office_box_number::: N nc; 
post_up::: VB vc;vt 
postal_rate_commission::: N;NN nc orgHN 
posterior_cruciate_ligament::: NN nc;bodyPart 
posterior_cruciate_ligament_reconstruction::: N nc;treatment 
posterior_intravaginal_slingplasty::: N nc;treatment 
potassium_ion_level::: N nc;abstract 
potomac_state_college_of_west_virginia_university::: ;NN nc org 
potter_away::: VB vc;vt 
pound_out::: VB vc;VNPPP 
pound_together::: VB vc;vt 
pound_up::: VB vc;vt 
pounds_per_square_inch::: NN nc unit; 
pour_off::: VB vc;vt 
pour_out::: VB vc;vt 
powell_media::: NNP NE;nc com nc 
power_assisted_steering::: N nc;tool 
power_economy_middle_east::: NNP NE;nc com nc 
powertech_technology::: NNP NE;nc com nc 
poworld_electronics::: NNP NE;nc com nc 
practical_environmental_solutions::: NNP NE;nc com nc 
practical_instrument_electronics::: NNP NE;nc com nc 
prairie_technologies::: NNP NE;nc com nc 
prairie_view_a&m_university::: ;NN nc org 
precipitate_out::: VB vc;VPP vt 
precision_assessment_technology::: NNP NE;nc com nc 
preen_back::: VB vc;vt 
preharvest_food_safety::: N nc unit;tech 
premium_standard_farms::: NNP NE;nc com nc 
press_back::: VB vc;VNPPP 
press_down::: VB vc;VPP 
press_out::: VB vc;VNPPP 
press_together::: VB vc;vt 
press_up::: VB vc;vt 
pressure_feed_lubricating_system::: N nc;prod tool 
pressure_support_ventilation::: N nc;treatment 
pretty_up::: VB vc;vt 
prick_up::: VB vc;vt 
prim_out::: VB vc;vt 
prim_up::: VB vc;vt 
primary_care_physician::: N nc;job 
primion_technology::: NNP NE;nc com nc 
princeton_lightwave::: NNP NE;nc com nc 
princeton_microwave_technology::: NNP NE;nc com nc 
princeton_university::: ;NN nc org 
prink_up::: VB vc;vt 
print_out::: VB vc;vt 
prisoner_of_war::: N nc;per 
private_limited_company::: ;NNP comHN 
private_security_force::: N nc;orgHN 
privately_held_corporation::: N nc;com 
prize_off::: VB vc;vt 
prize_open::: VB vc;vt 
prize_up::: VB vc;vt 
pro-actively_handling_delay::: N nc;good 
proactive_technology_group::: NNP NE;nc com nc 
proactive_technology_solutions::: NNP NE;nc com nc 
procter_&_gamble::: NNP NE;nc com nc 
prodisc_technology::: NNP NE;nc com nc 
product_release_coordinator::: N nc;job 
product_solutions_manager::: N nc;job 
profarma_distribuidora_de_produtos::: NNP NE;nc com nc 
professional_technical_system::: NNP NE;nc com nc 
prom_crash_car::: N nc;abstract 
proportional_counter_tube::: NN nc;prod tool 
pros_and_cons::: N nc;abstract 
prostate_cancer_cellular_diagnosis::: N nc;treatment 
protective_cover::: NN nc;tool 
proteus_technical_solutions::: NNP NE;nc com nc 
proxim_wireless::: NNP NE;nc com nc 
pruett-schaffer_chemical::: NNP NE;nc com nc 
pry_back::: VB vc;vt 
pry_off::: VB vc;vt 
pry_open::: VB vc;vt 
ps_electronic_uk::: NNP NE;nc com nc 
psyche_chemicals::: NNP NE;nc com nc 
psychiatric_solutions::: NNP NE;nc com nc 
pt_technologies_europe::: NNP NE;nc com nc 
ptt_chemical::: NNP NE;nc com nc 
public_address_system::: N nc;prod tool 
public_company_limited::: NNP nc;comHN 
public_cos._ltd::: N nc;comHN 
public_utility_company::: N nc;com 
publicis_groupe::: NNP NE;nc com nc 
publisher_program_manager::: N nc;job 
publix_super_markets::: NNP NE;nc com nc 
pucker_up::: VB vc;VPP vt 
puff_out::: VB vc;vt 
puff_up::: VB vc;VPP vt 
puget_sound_christian_college::: ;NN nc org 
pulaski_technical_college::: ;NN nc org 
pull_along::: VB vc;vt 
pull_apart::: VB vc;vt 
pull_away::: VB vc;VPP vt 
pull_back::: VB vc;VNPPP vt 
pull_down::: VB vc;VNPPP vt 
pull_forward::: VB vc;vt 
pull_in::: VB vc;VNPPP vt 
pull_off::: VB vc;VNPPP vt 
pull_on::: VB vc;vt 
pull_open::: VB vc;vt 
pull_out::: VB vc;VNPPP VPP abstract vt 
pull_over::: VB vc;VNPPP vt 
pull_through_operation::: N nc;treatment 
pull_up::: NN VB vc;VNPPP VPP vt 
pulmonary_valve_commissurotomy::: N nc;treatment 
pulmonary_valve_replacement::: N nc;treatment 
pulse_height_analyzer::: NN nc;tool 
pulse_timing_circuit::: N nc;tool 
pump_in::: VB vc;vt 
pump_off::: VB vc;vt 
pump_out::: VB vc;vt 
